candidate,city,date,event,lat,lng,state
Jeb Bush,Nashua,2016-01-23T00:00:00.000Z,"Rivier Univeristy President's Leadership Forum, town halls, meet & greet",42.7653662,-71.467566,NH
Jeb Bush,Bow,2016-01-23T00:00:00.000Z,"Rivier Univeristy President's Leadership Forum, town halls, meet & greet",43.1327298,-71.548699,NH
Jeb Bush,Merrimack,2016-01-23T00:00:00.000Z,"Rivier Univeristy President's Leadership Forum, town halls, meet & greet",42.8650864,-71.4934004,NH
Donald Trump,Sioux Center,2016-01-24T00:00:00.000Z,Rallies; church service ,43.0796915,-96.1756717,IA
Donald Trump,Pella,2016-01-24T00:00:00.000Z,Rallies; church service ,41.4080534,-92.9163091,IA
Donald Trump,Muscatine,2016-01-24T00:00:00.000Z,Rallies; church service ,41.424473,-91.0432051,IA
Donald Trump,Farmington,2016-01-25T00:00:00.000Z,Rally,43.3898028,-71.0650648,NH
Chris Christie,Concord,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.207106,-71.5370216,NH
Chris Christie,Derry,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,42.8808677,-71.3264492,NH
Chris Christie,Chester,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,42.9567525,-71.2572845,NH
Chris Christie,Pittsfield,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.3059138,-71.324234,NH
Chris Christie,Boscawen,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.3150786,-71.6209082,NH
Chris Christie,Meredith,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.6575747,-71.500352,NH
Chris Christie,Center Sandwich,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.8075729,-71.4392404,NH
Chris Christie,Littleton,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,44.3061725,-71.7700885,NH
Chris Christie,Lebanon,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.6425381,-72.251383,NH
Chris Christie,Manchester,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,42.9956397,-71.4547891,NH
Chris Christie,Nashua,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,42.7653662,-71.467566,NH
Chris Christie,Hooksett,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.0967495,-71.4650684,NH
Chris Christie,Portsmouth,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.0717552,-70.7625532,NH
Chris Christie,Hampton,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.6148702,-71.63039594,NH
Chris Christie,Seacoast,2016-01-25T00:00:00.000Z,Town halls; tavern visit; Patriots game watch party; restaurant visit; ,43.0785467,-70.7545519,NH
Donald Trump,Marshalltown,2016-01-26T00:00:00.000Z,Rallies,42.0448121,-92.9103964,IA
Donald Trump,Iowa City,2016-01-26T00:00:00.000Z,Rallies,41.6612561,-91.5299106,IA
Jeb Bush,Elko,2016-01-26T00:00:00.000Z,No trip details,40.8324212,-115.7631233,NV
John Kasich,Plymouth,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.7570166,-71.6881337,NH
John Kasich,Lebanon,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.6425381,-72.251383,NH
John Kasich,Hanover,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.7033561,-72.2885718,NH
John Kasich,Hillsboro,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.1148019,-71.8950798,NH
John Kasich,Henniker,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.1798012,-71.822301,NH
John Kasich,Concord,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.207106,-71.5370216,NH
John Kasich,Contoocook,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.2220234,-71.7139655,NH
John Kasich,Bow,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.1327298,-71.548699,NH
John Kasich,Gilford,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.5475771,-71.4067385,NH
John Kasich,Laconia,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.5278546,-71.470351,NH
John Kasich,Wolfeboro,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.5839671,-71.2072903,NH
John Kasich,Tilton,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.4422993,-71.5889641,NH
John Kasich,Franklin,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.4442432,-71.6472988,NH
John Kasich,Dover,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.198057,-70.8739158,NH
John Kasich,Rye,2016-01-26T00:00:00.000Z,Plymouth Communities for Alcohol & Drug Free Youth Candidate Conversation; town halls; sporting good store visit; meet and greet; Address NEw Hampshire House of Representatives,43.0134228,-70.7708858,NH
Donald Trump,Lexington,2016-01-27T00:00:00.000Z,Rally,33.9815369,-81.2362107,SC
Chris Christie,Chicago,2016-01-27T00:00:00.000Z,Luncheon,41.8755546,-87.6244212,IL
Jim Gilmore,Des Moines,2016-01-28T00:00:00.000Z,Debate,41.5910641,-93.6037149,IA
Donald Trump,Nashua,2016-01-29T00:00:00.000Z,Rally,42.7653662,-71.467566,NH
John Kasich,Davenport,2016-01-29T00:00:00.000Z,Town halls; debate,41.5236436,-90.5776368,IA
John Kasich,Des Moines,2016-01-29T00:00:00.000Z,Town halls; debate,41.5910641,-93.6037149,IA
John Kasich,Cedar Rapids,2016-01-29T00:00:00.000Z,Town halls; debate,41.9758872,-91.6704053,IA
Donald Trump,Dubuque,2016-02-01T00:00:00.000Z,Campaign rallies,42.5006217,-90.6647967,IA
Donald Trump,Clinton,2016-02-01T00:00:00.000Z,Campaign rallies,41.8444735,-90.1887379,IA
Donald Trump,Davenport,2016-02-01T00:00:00.000Z,Campaign rallies,41.5236436,-90.5776368,IA
Donald Trump,Council Bluffs,2016-02-01T00:00:00.000Z,Campaign rallies,41.2621283,-95.8613912,IA
Donald Trump,Sioux City,2016-02-01T00:00:00.000Z,Campaign rallies,42.4966815,-96.4058782,IA
Donald Trump,Waterloo,2016-02-01T00:00:00.000Z,Campaign rallies,42.4982858,-92.3368691,IA
Donald Trump,Cedar Rapids,2016-02-01T00:00:00.000Z,Campaign rallies,41.9758872,-91.6704053,IA
Rand Paul,Knoxville,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,41.3208297,-93.1093708,IA
Rand Paul,Davenport,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,41.5236436,-90.5776368,IA
Rand Paul,Council Bluffs,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,41.2621283,-95.8613912,IA
Rand Paul,Sioux City,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,42.4966815,-96.4058782,IA
Rand Paul,Mason City ,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,43.1535728,-93.2010367,IA
Rand Paul,Cedar Falls,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,42.5277622,-92.4454654,IA
Rand Paul,Dubuque,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,42.5006217,-90.6647967,IA
Rand Paul,Iowa City,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,41.6612561,-91.5299106,IA
Rand Paul,Waukee,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,41.6113712,-93.885707,IA
Rand Paul,Des Moines,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,41.5910641,-93.6037149,IA
Rand Paul,Ames,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,42.0346917,-93.6201507,IA
Rand Paul,Cedar Rapids,2016-02-01T00:00:00.000Z,Rallies; agriculture roundtable coffee meeting; Nationwide candidate briefing; Linn County Republican caucus; victory party,41.9758872,-91.6704053,IA
Jeb Bush,Des Moines,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,41.5910641,-93.6037149,IA
Jeb Bush,Carroll,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,42.0193628,-94.860335,IA
Jeb Bush,Sioux City,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,42.4966815,-96.4058782,IA
Jeb Bush,Sioux Center,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,43.0796915,-96.1756717,IA
Jeb Bush,Okoboji,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,43.3863594,-95.1483125,IA
Jeb Bush,Clear Lake,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,43.1380151,-93.3793725,IA
Jeb Bush,Cedar Falls,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,42.5277622,-92.4454654,IA
Jeb Bush,Dubuque,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,42.5006217,-90.6647967,IA
Jeb Bush,Cedar Rapids,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,41.9758872,-91.6704053,IA
Jeb Bush,Clinton,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,41.8444735,-90.1887379,IA
Jeb Bush,Davenport,2016-02-01T00:00:00.000Z,Nationwide CAP 2016 Iowa Caucus Presidential Candidate Briefing; campaign events; Fox News Debate,41.5236436,-90.5776368,IA
Chris Christie,Dubuque,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,42.5006217,-90.6647967,IA
Chris Christie,Des Moines,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.5910641,-93.6037149,IA
Chris Christie,Johnston,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.6731523,-93.6973395,IA
Chris Christie,Pella,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.4080534,-92.9163091,IA
Chris Christie,Ottumwa,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.0200145,-92.4112963,IA
Chris Christie,Burlington,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,40.8075391,-91.1129234,IA
Chris Christie,Davenport,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.5236436,-90.5776368,IA
Chris Christie,Iowa City,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.6612561,-91.5299106,IA
Chris Christie,Cedar Rapids,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.9758872,-91.6704053,IA
Chris Christie,Waterloo,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,42.4982858,-92.3368691,IA
Chris Christie,Clear Lake,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,43.1380151,-93.3793725,IA
Chris Christie,Sioux City,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,42.4966815,-96.4058782,IA
Chris Christie,Ames,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,42.0346917,-93.6201507,IA
Chris Christie,West Des Moines,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.5645337,-93.7595281,IA
Chris Christie,Urbandale,2016-02-01T00:00:00.000Z,Townhalls; Fox News debate; Rallies,41.6274552,-93.7380624,IA
Carly Fiorina,Osceola,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",43.3684613,-95.6299944,IA
Carly Fiorina,Colfax,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.6777666,-93.2452049,IA
Carly Fiorina,Iowa City,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.6612561,-91.5299106,IA
Carly Fiorina,Mt. Pleasant,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",40.9635251,-91.5581584,IA
Carly Fiorina,Keokuk,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",40.3972664,-91.384874,IA
Carly Fiorina,Muscatine,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.424473,-91.0432051,IA
Carly Fiorina,Oskaloosa,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.296395,-92.6443593,IA
Carly Fiorina,Des Moines,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.5910641,-93.6037149,IA
Carly Fiorina,Waukee,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.6113712,-93.885707,IA
Carly Fiorina,Ankeny,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.7318715,-93.6003837,IA
Carly Fiorina,Marshalltown,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",42.0448121,-92.9103964,IA
Carly Fiorina,Marion,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",42.0341658,-91.5976773,IA
Carly Fiorina,Independence,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",42.4685978,-91.8893386,IA
Carly Fiorina,Waukon,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",43.2694208,-91.475695,IA
Carly Fiorina,Dubuque,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",42.5006217,-90.6647967,IA
Carly Fiorina,Manchester,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",42.484154,-91.4554252,IA
Carly Fiorina,Davenport,2016-02-01T00:00:00.000Z,"Meet and greet, Town halls, Coffee with Carly events, Iowa Pork Congress Presidential Forum, ",41.5236436,-90.5776368,IA
Rick Santorum,Neola,2016-02-01T00:00:00.000Z,No trip details,41.4488816,-95.6155614,IA
Rick Santorum,Urbandale,2016-02-01T00:00:00.000Z,No trip details,41.6274552,-93.7380624,IA
Rick Santorum,Marshalltown,2016-02-01T00:00:00.000Z,No trip details,42.0448121,-92.9103964,IA
Rick Santorum,Robins,2016-02-01T00:00:00.000Z,No trip details,42.0711084,-91.6668444,IA
Rick Santorum,Marion,2016-02-01T00:00:00.000Z,No trip details,42.0341658,-91.5976773,IA
Rick Santorum,Iowa City,2016-02-01T00:00:00.000Z,No trip details,41.6612561,-91.5299106,IA
Rick Santorum,Washington,2016-02-01T00:00:00.000Z,No trip details,41.3160082,-91.7340327,IA
Rick Santorum,Davenport,2016-02-01T00:00:00.000Z,No trip details,41.5236436,-90.5776368,IA
Rick Santorum,Burlington,2016-02-01T00:00:00.000Z,No trip details,40.8075391,-91.1129234,IA
Rick Santorum,Ottumwa,2016-02-01T00:00:00.000Z,No trip details,41.0200145,-92.4112963,IA
Rick Santorum,Oskaloosa,2016-02-01T00:00:00.000Z,No trip details,41.296395,-92.6443593,IA
Rick Santorum,Williamsburg,2016-02-01T00:00:00.000Z,No trip details,41.6611187,-92.0090673,IA
Rick Santorum,Monticello,2016-02-01T00:00:00.000Z,No trip details,42.2383351,-91.1870937,IA
Rick Santorum,Dubuque,2016-02-01T00:00:00.000Z,No trip details,42.5006217,-90.6647967,IA
Rick Santorum,Anamosa,2016-02-01T00:00:00.000Z,No trip details,42.1083371,-91.2851594,IA
Rick Santorum,Cedar Rapids,2016-02-01T00:00:00.000Z,No trip details,41.9758872,-91.6704053,IA
Rick Santorum,Monroe,2016-02-01T00:00:00.000Z,No trip details,41.0142519,-92.8792544,IA
Rick Santorum,Lake Mills,2016-02-01T00:00:00.000Z,No trip details,43.419399,-93.533268,IA
Rick Santorum,Northwood,2016-02-01T00:00:00.000Z,No trip details,43.4441245,-93.2210371,IA
Rick Santorum,Mason City ,2016-02-01T00:00:00.000Z,No trip details,43.1535728,-93.2010367,IA
Rick Santorum,Hampton,2016-02-01T00:00:00.000Z,No trip details,42.7420086,-93.2022735,IA
Ted Cruz,Ankeny,2016-02-01T00:00:00.000Z,No trip details,41.7318715,-93.6003837,IA
Ted Cruz,Dike,2016-02-01T00:00:00.000Z,No trip details,42.4641498,-92.6282497,IA
Ted Cruz,New Hartford,2016-02-01T00:00:00.000Z,No trip details,42.5669261,-92.6221367,IA
Ted Cruz,Waterloo,2016-02-01T00:00:00.000Z,No trip details,42.4982858,-92.3368691,IA
Ted Cruz,Maquoketa,2016-02-01T00:00:00.000Z,No trip details,42.0689088,-90.6656914,IA
Ted Cruz,Manchester,2016-02-01T00:00:00.000Z,No trip details,42.484154,-91.4554252,IA
Ted Cruz,Independence,2016-02-01T00:00:00.000Z,No trip details,42.4685978,-91.8893386,IA
Ted Cruz,Osceola,2016-02-01T00:00:00.000Z,No trip details,43.3684613,-95.6299944,IA
Ted Cruz,Albia,2016-02-01T00:00:00.000Z,No trip details,41.0266746,-92.8057514,IA
Ted Cruz,Centerville,2016-02-01T00:00:00.000Z,No trip details,40.7341804,-92.8740876,IA
Ted Cruz,Bloomfield,2016-02-01T00:00:00.000Z,No trip details,40.7516884,-92.4149074,IA
Ted Cruz,Ottumwa,2016-02-01T00:00:00.000Z,No trip details,41.0200145,-92.4112963,IA
Ted Cruz,Fairfield,2016-02-01T00:00:00.000Z,No trip details,41.0086312,-91.9626727,IA
Ted Cruz,Keosauqua,2016-02-01T00:00:00.000Z,No trip details,40.731485,-91.9636373,IA
Ted Cruz,Clive,2016-02-01T00:00:00.000Z,No trip details,41.6096029,-93.7754352,IA
Ted Cruz,Des Moines,2016-02-01T00:00:00.000Z,No trip details,41.5910641,-93.6037149,IA
Ted Cruz,Ringsted.,2016-02-01T00:00:00.000Z,No trip details,43.2946832,-94.5116427,IA
Ted Cruz,Fenton,2016-02-01T00:00:00.000Z,No trip details,43.2196851,-94.4305281,IA
Ted Cruz,Emmetsburg,2016-02-01T00:00:00.000Z,No trip details,43.1127427,-94.6830357,IA
Ted Cruz,Wilton,2016-02-01T00:00:00.000Z,No trip details,41.5889154,-91.0168179,IA
Ted Cruz,Wapello,2016-02-01T00:00:00.000Z,No trip details,41.0137597,-92.4140217,IA
Marco Rubio,Ames,2016-02-01T00:00:00.000Z,No trip details,42.0346917,-93.6201507,IA
Marco Rubio,Indianola,2016-02-01T00:00:00.000Z,No trip details,41.3580484,-93.5574376,IA
Marco Rubio,Cedar Rapids,2016-02-01T00:00:00.000Z,No trip details,41.9758872,-91.6704053,IA
Marco Rubio,Waterloo,2016-02-01T00:00:00.000Z,No trip details,42.4982858,-92.3368691,IA
Marco Rubio,Des Moines,2016-02-01T00:00:00.000Z,No trip details,41.5910641,-93.6037149,IA
Marco Rubio,Ankeny,2016-02-01T00:00:00.000Z,No trip details,41.7318715,-93.6003837,IA
Marco Rubio,Oskaloosa,2016-02-01T00:00:00.000Z,No trip details,41.296395,-92.6443593,IA
Marco Rubio,Marshalltown,2016-02-01T00:00:00.000Z,No trip details,42.0448121,-92.9103964,IA
Marco Rubio,West Des Moines,2016-02-01T00:00:00.000Z,No trip details,41.5645337,-93.7595281,IA
Marco Rubio,Burlington,2016-02-01T00:00:00.000Z,No trip details,40.8075391,-91.1129234,IA
Marco Rubio,Muscatine,2016-02-01T00:00:00.000Z,No trip details,41.424473,-91.0432051,IA
Marco Rubio,Clinton,2016-02-01T00:00:00.000Z,No trip details,41.8444735,-90.1887379,IA
Marco Rubio,Dubuque,2016-02-01T00:00:00.000Z,No trip details,42.5006217,-90.6647967,IA
Marco Rubio,Sioux City,2016-02-01T00:00:00.000Z,No trip details,42.4966815,-96.4058782,IA
Marco Rubio,Council Bluffs,2016-02-01T00:00:00.000Z,No trip details,41.2621283,-95.8613912,IA
Marco Rubio,Ames,2016-02-01T00:00:00.000Z,No trip details,42.0346917,-93.6201507,IA
Marco Rubio,Cedar Falls,2016-02-01T00:00:00.000Z,No trip details,42.5277622,-92.4454654,IA
Marco Rubio,Cedar Rapids,2016-02-01T00:00:00.000Z,No trip details,41.9758872,-91.6704053,IA
Marco Rubio,Davenport,2016-02-01T00:00:00.000Z,No trip details,41.5236436,-90.5776368,IA
Martin O'Malley,Waterloo,2016-02-01T00:00:00.000Z,Town halls,42.4982858,-92.3368691,IA
Martin O'Malley,Coralville,2016-02-01T00:00:00.000Z,Town halls,41.6764044,-91.5804475,IA
Martin O'Malley,Maquoketa,2016-02-01T00:00:00.000Z,Town halls,42.0689088,-90.6656914,IA
Martin O'Malley,Davenport,2016-02-01T00:00:00.000Z,Town halls,41.5236436,-90.5776368,IA
Martin O'Malley,Burlington,2016-02-01T00:00:00.000Z,Town halls,40.8075391,-91.1129234,IA
Martin O'Malley,Fairfield,2016-02-01T00:00:00.000Z,Town halls,41.0086312,-91.9626727,IA
Martin O'Malley,Ottumwa,2016-02-01T00:00:00.000Z,Town halls,41.0200145,-92.4112963,IA
Martin O'Malley,Pella,2016-02-01T00:00:00.000Z,Town halls,41.4080534,-92.9163091,IA
Martin O'Malley,Indianola,2016-02-01T00:00:00.000Z,Town halls,41.3580484,-93.5574376,IA
Bernie Sanders,Mason City ,2016-02-01T00:00:00.000Z,rallies; canvass launches,43.1535728,-93.2010367,IA
Bernie Sanders,Des Moines,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.5910641,-93.6037149,IA
Bernie Sanders,Ottumwa,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.0200145,-92.4112963,IA
Bernie Sanders,Fairfield,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.0086312,-91.9626727,IA
Bernie Sanders,Burlington,2016-02-01T00:00:00.000Z,rallies; canvass launches,40.8075391,-91.1129234,IA
Bernie Sanders,Mount Pleasant,2016-02-01T00:00:00.000Z,rallies; canvass launches,40.9635251,-91.5581584,IA
Bernie Sanders,Washington,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.3160082,-91.7340327,IA
Bernie Sanders,Muscatine,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.424473,-91.0432051,IA
Bernie Sanders,Davenport,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.5236436,-90.5776368,IA
Bernie Sanders,Dubuque,2016-02-01T00:00:00.000Z,rallies; canvass launches,42.5006217,-90.6647967,IA
Bernie Sanders,Manchester,2016-02-01T00:00:00.000Z,rallies; canvass launches,42.484154,-91.4554252,IA
Bernie Sanders,Charles City,2016-02-01T00:00:00.000Z,rallies; canvass launches,43.0663613,-92.6724112,IA
Bernie Sanders,Cedar Rapids,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.9758872,-91.6704053,IA
Bernie Sanders,Iowa City,2016-02-01T00:00:00.000Z,rallies; canvass launches,41.6612561,-91.5299106,IA
Bernie Sanders,Waterloo,2016-02-01T00:00:00.000Z,rallies; canvass launches,42.4982858,-92.3368691,IA
Bernie Sanders,Marshalltown,2016-02-01T00:00:00.000Z,rallies; canvass launches,42.0448121,-92.9103964,IA
Bernie Sanders,Ames,2016-02-01T00:00:00.000Z,rallies; canvass launches,42.0346917,-93.6201507,IA
Ben Carson,Glenwood,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.0469437,-95.7425055,IA
Ben Carson,Atlantic,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.4036007,-95.0138776,IA
Ben Carson,Clarinda,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",40.7419352,-95.038313,IA
Ben Carson,Mt. Ayr,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",40.7147147,-94.235232,IA
Ben Carson,Creston,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.0586002,-94.3613475,IA
Ben Carson,Des Moines,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",41.5910641,-93.6037149,IA
Ben Carson,Sioux City,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",42.4966815,-96.4058782,IA
Ben Carson,Marshalltown,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",42.0448121,-92.9103964,IA
Ben Carson,Ames,2016-02-01T00:00:00.000Z,"Town halls, concert; debate; chucrch services",42.0346917,-93.6201507,IA
